Title,rating,reviewCount,website,phoneNumber,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
2Wice Ink Tattoos,,,,+27 74 751 0862,396 West St - Durban Central - Durban - 4001 - South Africa,,,,,,,,-29.8588125,31.0204375
Alpha Assassin Tattoo,4.8,51,alphaassassintattoo.co.za,+27 71 538 9633,12 Cadmoor Rd - Assagay - Outer West Durban - 3624 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,-29.766937499999997,30.742312499999983
Reunion Tattoo Masters,3.0,2,,+27 78 394 0818,Umlazi Mega City - Shop S182 50 Griffith Mxenge Highway Umlazi 4066 Reunion - Durban - 4089 - South Africa,Closed,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,8a.m. - 9p.m.,8a.m. - 9p.m.,Open 24 hours,-29.954812500000003,30.938562500000003
Inkking Tattoos,,,,+27 74 315 9046,57 Spearman Rd - Sydenham - Durban - 4091 - South Africa,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11:30a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,11a.m. - 5p.m.,-29.831312500000003,30.9784375
Creative Ink,,,,+27 31 573 1048,15 Leslie Ave - Rosehill - Durban - 4051 - South Africa,,,,,,,,-29.7948125,31.0215625
Dark Ink Tattoos,,,https://www.facebook.com/DarkInkTattoosbyElieAchkar/,,23 Silver Willow Rd - Springfield - Durban - 1234 - South Africa,,,,,,,,-29.8169375,31.006562499999987
Smokin Tattoos,4.3,17,https://heytattoo.co.za/0333583/Smokin_Tattoos,+27 73 281 2488,36 Inyoni Cres - Athlone Park - Amanzimtoti - 4126 - South Africa,,,,,,,,-30.0409375,30.895312499999974
Nightmare Ink,5.0,11,,+27 31 404 3636,33 Damorosa Cres - Moorton - Chatsworth - 4092 - South Africa,,,,,,,,-29.9046875,30.870312499999997
Sacred Empire Tattoos & Piercings,4.4,5,,+27 83 303 6638,Waterfall - Durban - 3652 - South Africa,10a.m. - 6p.m.,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 5p.m.,10a.m. - 3p.m.,10a.m. - 1p.m.,-29.749562500000003,30.81531249999999
Mondli'S Tattoos,5.0,4,,+27 65 941 0961,Shop 3 Union Ln - Pinetown - Durban - 3610 - South Africa,,,,,,,,-29.812312500000004,30.855937499999996
Surreal Tattoo Studio,,,,,66 Assegai Cres - Jacobs - Bluff - 4026 - South Africa,,,,,,,,-29.934687500000003,30.98356249999999
Skincity Route031,5.0,4,,+27 81 435 5412,32 Mthini Rd - Ezilwaneni - KwaMashu - 4360 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 12p.m.,-29.742062500000003,30.974187499999985
Tattoo Artist,,,https://andrewmichaelspsychic.site.live/,+27 74 409 0265,107 Dowland Ave - Memorial Park - Durban - 4092 - South Africa,,,,,,,,-29.889312500000003,30.937687499999996
Yolo Creationz Tattoos,5.0,1,,+27 74 247 9803,building - 5 Zenith - 20 Solstice Rd - Umhlanga Ridge - Durban - 4319 - South Africa,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 6:30p.m.,10a.m. - 7p.m.,10a.m. - 6p.m.,-29.7216875,31.06293749999999
Kaykeo Tattoo Academy,3.4,16,kaykeotattooacademy.co.za,+27 84 995 2989,2 Allagappa Rd - Motala Heights - Pinetown - 3600 - South Africa,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 8p.m.,8a.m. - 6p.m.,8a.m. - 10p.m.,8a.m. - 10p.m.,-29.809937500000004,30.830437500000002
Spray Paint Rebel Tattoo,5.0,10,,+27 74 623 4636,Bester - 20 Ntuzuma Access Road - KwaMashu - 4309 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,10a.m. - 2p.m.,-29.723062500000005,30.983812499999985
Ink Wise Durban,5.0,1,,+27 31 306 9945,170 Victoria Embankment - Durban Central - Durban - 4001 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,-29.8635625,31.017937500000002
Euroâ˜†Signz Tattoos,5.0,3,https://euro-signz-tattoos.business.site/?utm_source=gmb&utm_medium=referral,+27 83 760 4777,116 Caspian St - Westcliff - Durban - 4092 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.909937500000005,30.89218749999999
Skin Dreams Tattoos,,,,+27 62 064 7066,109 Colorado Circle - Bayview - Chatsworth - Durban - 4092 - South Africa,,,,,,,,-29.9206875,30.91068750000001
Krsna Tattoos & Piercings,5.0,1,,,391 Palmview drive - Phoenix - Phoenix - Durban - 4068 - South Africa,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,-29.676437500000006,31.025562499999992
Kevin'S Kustom Tattoos,4.0,4,,+27 83 259 7716,Linkhills Shopping Center Waterfall - 3652 - Inanda Rd - Waterfall - Durban - 3652 - South Africa,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,8a.m. - 3p.m.,Closed,-29.750812500000002,30.814812500000002
Inked By Zunai Tattoo And Piercing Studio,,,,+27 72 044 9458,Shop No. G8 - 250 Umhlanga Rocks Dr - Umhlanga - Durban - 4051 - South Africa,Closed,10a.m. - 7:30p.m.,10a.m. - 7:30p.m.,10a.m. - 7:30p.m.,10a.m. - 7:30p.m.,10a.m. - 7:30p.m.,10a.m. - 5p.m.,-29.735062499999998,31.064312499999986
Crazy Tattoos,5.0,4,,+27 84 466 8989,6 Ashoka Pl - Croftdene - Chatsworth - 4092 - South Africa,,,,,,,,-29.9260625,30.89106249999999
Proink Tattoos,,,,+27 66 286 3280,4 4th Way - Rockford - Phoenix - 4068 - South Africa,Closed,Closed,Closed,Closed,Closed,11a.m. - 4p.m.,11a.m. - 4p.m.,-29.714687500000004,31.03531249999999
Insane Inks,5.0,1,https://insane-inks.business.site/?utm_source=gmb&utm_medium=referral,+27 66 219 2730,348 Montdene Dr - Chatsworth - Durban - 4092 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.924312500000006,30.89343749999999
New Generation Tattoo,,,,+27 31 404 9476,26 Moorton Dr - Chatsworth - Durban - 4092 - South Africa,,,,,,,,-29.912562500000007,30.868062499999994
Tattoo Equip Sa,5.0,1,https://tattooequip.co.za/,+27 84 995 2989,2 Allagappa Road Unit 2 Pinetown - Motala Heights - Durban - 3610 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-29.809937500000004,30.830437500000002
Disturbed Ink,5.0,1,,+27 76 480 7432,8 - 95 Goodwood Rd - Mahogany Ridge - Pinetown - 3608 - South Africa,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,8a.m. - 6p.m.,-29.8220625,30.813187500000012
Nemesis Tattoo,5.0,4,,+27 79 778 8199,172 Croftdene Dr - Croftdene - Chatsworth - 4092 - South Africa,,,,,,,,-29.922937500000003,30.89218749999999
Mike Artura - Artura Tattoo Studio,4.3,11,,+27 82 776 8000,B12 Block Hillcrest Park - 45 Ridge Rd - Hillcrest - 3650 - South Africa,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,10a.m. - 4p.m.,Closed,-29.777562499999995,30.77843750000001
Kaykeo Tattoo Supply,1.0,1,https://tattoo-supply-durban.business.site/,+27 84 995 2989,2 Allagappa Rd - Motala Heights - Pinetown - 3610 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 2p.m.,-29.809937500000004,30.830437500000002
Forbidden Ink,,,,,9 Old Main Rd - Hillcrest - Durban - 3610 - South Africa,,,,,,,,-29.7888125,30.772937499999998
Out The Gutter Ink,5.0,1,,+27 81 829 9854,62 740 Rd - Chatsworth - Durban - 4092 - South Africa,10a.m. - 11p.m.,9a.m. - 11p.m.,9a.m. - 11p.m.,9a.m. - 11p.m.,9a.m. - 10p.m.,9a.m. - 10p.m.,9a.m. - 10p.m.,-29.919562500000005,30.870312499999997
Ethereal Vision Tattoo Studio,5.0,2,https://www.facebook.com/EtherealVisionsTattooedGoddess,+27 82 857 3503,41 Old Main Rd - Hillcrest - 3610 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,Closed,-29.784437499999996,30.766312499999984
I Art Ink Tattoo Studio,,,,+27 31 584 6924,18 Zenith Dr - Umhlanga Ridge - Umhlanga - 4319 - South Africa,,,,,,,,-29.721249999999998,31.06375
Raw Ink Private Tattoo Sessions,,,https://raw-ink-private-tattoo-sessions.business.site/?utm_source=gmb&utm_medium=referral,+27 65 895 6842,247 Hawk Rd - Verulam - Durban - 4340 - South Africa,10a.m. - 6p.m.,10p.m. - 12a.m.,12a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 8p.m.,Closed,-29.660562500000005,31.0613125
Wespe Custom Arts,,,https://www.facebook.com/wespecustomarts/,+27 65 588 8673,289 Hartley Pl - Amanzimtoti - Durban - 4126 - South Africa,8a.m. - 9p.m.,8a.m. - 9p.m.,8a.m. - 9p.m.,8a.m. - 9p.m.,8a.m. - 9p.m.,8a.m. - 9p.m.,Closed,-30.064937500000006,30.87656249999999
New Skool Tattoo,,,,+27 60 352 2092,1 Strelitzia Rd - Amanzimtoti - Durban - 4126 - South Africa,,,,,,,,-30.0855625,30.865312499999973
Nemesis Tattoo,,,,,8 Midmar Rd - Burlington Heights - Queensburgh - 4093 - South Africa,,,,,,,,-29.900062500000004,30.89218749999999
Havoc Ink,,,,,59 Old Main Rd - Hillcrest - 3650 - South Africa,,,,,,,,-29.780187500000004,30.762687499999984
Puddy Inkers,5.0,2,https://puddy-inkers.business.site/?utm_source=gmb&utm_medium=referral,+27 68 022 2941,Unnamed Road - Umgababa - Durban - 4126 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 7p.m.,9a.m. - 4p.m.,-30.6340625,30.36543749999997
